airport_code,utc_timestamp,temperature,wind_speed,visibility,precipitation,snowfall,weather_condition
BOS,2024-07-21 06:00:00,72.3,14.3,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-21 06:00:00,66.6,5.6,10.0,0.0,0.0,Clear
JFK,2024-07-21 09:00:00,77.4,3.7,10.0,0.0,0.0,Clear
LAX,2024-07-21 09:00:00,76.7,6.6,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-21 09:00:00,90.8,8.2,10.0,0.0,0.0,Overcast
ORD,2024-07-21 09:00:00,81.4,34.8,2.1,0.99,0.0,Thunderstorm
DFW,2024-07-21 09:00:00,72.6,11.1,10.0,0.0,0.0,Clear
SEA,2024-07-21 09:00:00,69.2,5.7,10.0,0.0,0.0,Overcast
SFO,2024-07-21 09:00:00,89.0,10.1,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-21 09:00:00,88.6,12.8,10.0,0.0,0.0,Overcast
BOS,2024-07-21 09:00:00,69.5,4.3,10.0,0.0,0.0,Overcast
DEN,2024-07-21 09:00:00,93.5,5.5,10.0,0.0,0.0,Clear
JFK,2024-07-21 12:00:00,80.9,9.8,10.0,0.0,0.0,Clear
LAX,2024-07-21 12:00:00,75.8,13.6,10.0,0.0,0.0,Clear
ATL,2024-07-21 12:00:00,74.9,10.3,10.0,0.0,0.0,Overcast
ORD,2024-07-21 12:00:00,83.3,5.6,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-21 12:00:00,83.0,12.9,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-21 12:00:00,65.2,7.3,10.0,0.0,0.0,Clear
SFO,2024-07-21 12:00:00,83.8,7.1,10.0,0.0,0.0,Overcast
MIA,2024-07-21 12:00:00,65.1,5.6,10.0,0.0,0.0,Clear
BOS,2024-07-21 12:00:00,82.6,14.2,10.0,0.0,0.0,Clear
DEN,2024-07-21 12:00:00,86.7,12.4,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-21 15:00:00,79.5,12.3,10.0,0.0,0.0,Clear
LAX,2024-07-21 15:00:00,83.7,13.0,10.0,0.0,0.0,Overcast
ATL,2024-07-21 15:00:00,81.4,4.7,10.0,0.0,0.0,Clear
ORD,2024-07-21 15:00:00,90.1,7.1,10.0,0.0,0.0,Overcast
DFW,2024-07-21 15:00:00,65.9,12.1,10.0,0.0,0.0,Clear
SEA,2024-07-21 15:00:00,67.0,13.5,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-21 15:00:00,73.6,7.1,10.0,0.0,0.0,Clear
MIA,2024-07-21 15:00:00,75.7,4.4,10.0,0.0,0.0,Overcast
BOS,2024-07-21 15:00:00,84.7,14.8,10.0,0.0,0.0,Overcast
DEN,2024-07-21 15:00:00,71.4,11.8,10.0,0.0,0.0,Clear
JFK,2024-07-21 18:00:00,73.5,7.8,10.0,0.0,0.0,Clear
LAX,2024-07-21 18:00:00,83.5,14.3,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-21 18:00:00,79.7,5.6,10.0,0.0,0.0,Overcast
ORD,2024-07-21 18:00:00,62.7,5.0,10.0,0.0,0.0,Clear
DFW,2024-07-21 18:00:00,87.4,13.9,10.0,0.0,0.0,Overcast
SEA,2024-07-21 18:00:00,71.8,3.7,10.0,0.0,0.0,Overcast
SFO,2024-07-21 18:00:00,84.3,3.4,10.0,0.0,0.0,Clear
MIA,2024-07-21 18:00:00,64.6,4.5,10.0,0.0,0.0,Overcast
BOS,2024-07-21 18:00:00,82.2,5.7,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-21 18:00:00,69.9,10.0,10.0,0.0,0.0,Overcast
JFK,2024-07-21 21:00:00,73.6,6.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-21 21:00:00,97.8,8.3,10.0,0.0,0.0,Overcast
ATL,2024-07-21 21:00:00,94.1,5.7,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-21 21:00:00,80.0,40.8,1.8,0.13,0.0,Heavy Rain
DFW,2024-07-21 21:00:00,78.3,9.5,10.0,0.0,0.0,Overcast
SEA,2024-07-21 21:00:00,76.8,6.6,10.0,0.0,0.0,Clear
SFO,2024-07-21 21:00:00,95.0,12.8,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-21 21:00:00,94.2,5.0,10.0,0.0,0.0,Overcast
BOS,2024-07-21 21:00:00,95.5,7.6,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-21 21:00:00,79.2,14.5,10.0,0.0,0.0,Clear
JFK,2024-07-22 00:00:00,91.7,13.0,10.0,0.0,0.0,Clear
LAX,2024-07-22 00:00:00,64.0,6.8,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-22 00:00:00,84.2,30.7,1.2,1.24,0.0,Fog
ORD,2024-07-22 00:00:00,67.6,12.5,10.0,0.0,0.0,Overcast
DFW,2024-07-22 00:00:00,72.1,3.4,10.0,0.0,0.0,Clear
SEA,2024-07-22 00:00:00,88.9,10.9,10.0,0.0,0.0,Overcast
SFO,2024-07-22 00:00:00,67.5,12.6,10.0,0.0,0.0,Clear
MIA,2024-07-22 00:00:00,84.6,43.8,1.9,0.51,0.0,Fog
BOS,2024-07-22 00:00:00,74.3,10.2,10.0,0.0,0.0,Clear
DEN,2024-07-22 00:00:00,89.2,10.2,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-22 03:00:00,67.6,13.8,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-22 03:00:00,80.9,25.4,0.9,0.32,0.0,Snowstorm
ATL,2024-07-22 03:00:00,82.4,8.6,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-22 03:00:00,71.4,7.1,10.0,0.0,0.0,Overcast
DFW,2024-07-22 03:00:00,76.8,11.4,10.0,0.0,0.0,Clear
SEA,2024-07-22 03:00:00,67.6,20.4,2.6,0.22,0.0,Snowstorm
SFO,2024-07-22 03:00:00,77.9,14.0,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-22 03:00:00,91.2,11.5,10.0,0.0,0.0,Clear
BOS,2024-07-22 03:00:00,66.0,14.3,10.0,0.0,0.0,Clear
DEN,2024-07-22 03:00:00,78.3,3.6,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-22 06:00:00,59.9,12.3,10.0,0.0,0.0,Overcast
LAX,2024-07-22 06:00:00,78.2,3.8,10.0,0.0,0.0,Overcast
ATL,2024-07-22 06:00:00,66.1,12.1,10.0,0.0,0.0,Clear
ORD,2024-07-22 06:00:00,61.3,12.9,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-22 06:00:00,91.7,9.6,10.0,0.0,0.0,Clear
SEA,2024-07-22 06:00:00,48.4,10.1,10.0,0.0,0.0,Clear
SFO,2024-07-22 06:00:00,79.1,10.0,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-22 06:00:00,67.6,3.6,10.0,0.0,0.0,Clear
BOS,2024-07-22 06:00:00,58.4,14.9,10.0,0.0,0.0,Overcast
DEN,2024-07-22 06:00:00,83.9,10.0,10.0,0.0,0.0,Clear
JFK,2024-07-22 09:00:00,82.0,8.3,10.0,0.0,0.0,Clear
LAX,2024-07-22 09:00:00,89.4,13.3,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-22 09:00:00,87.2,13.9,10.0,0.0,0.0,Clear
ORD,2024-07-22 09:00:00,79.4,10.5,10.0,0.0,0.0,Overcast
DFW,2024-07-22 09:00:00,77.0,3.8,10.0,0.0,0.0,Clear
SEA,2024-07-22 09:00:00,79.1,6.9,10.0,0.0,0.0,Overcast
SFO,2024-07-22 09:00:00,62.8,6.7,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-22 09:00:00,74.4,11.8,10.0,0.0,0.0,Clear
BOS,2024-07-22 09:00:00,66.5,13.9,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-22 09:00:00,73.9,7.0,10.0,0.0,0.0,Clear
JFK,2024-07-22 12:00:00,71.1,9.7,10.0,0.0,0.0,Overcast
LAX,2024-07-22 12:00:00,75.9,14.9,10.0,0.0,0.0,Overcast
ATL,2024-07-22 12:00:00,83.5,3.6,10.0,0.0,0.0,Clear
ORD,2024-07-22 12:00:00,91.8,38.9,0.5,0.7,0.0,Heavy Rain
DFW,2024-07-22 12:00:00,75.6,14.1,10.0,0.0,0.0,Overcast
SEA,2024-07-22 12:00:00,76.0,5.5,10.0,0.0,0.0,Overcast
SFO,2024-07-22 12:00:00,67.3,9.1,10.0,0.0,0.0,Clear
MIA,2024-07-22 12:00:00,73.1,10.3,10.0,0.0,0.0,Clear
BOS,2024-07-22 12:00:00,85.7,8.6,10.0,0.0,0.0,Clear
DEN,2024-07-22 12:00:00,68.6,3.1,10.0,0.0,0.0,Clear
JFK,2024-07-22 15:00:00,70.1,9.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-22 15:00:00,87.5,7.0,10.0,0.0,0.0,Clear
ATL,2024-07-22 15:00:00,79.9,14.5,10.0,0.0,0.0,Overcast
ORD,2024-07-22 15:00:00,88.4,10.7,10.0,0.0,0.0,Clear
DFW,2024-07-22 15:00:00,81.0,26.6,1.3,0.61,0.0,Fog
SEA,2024-07-22 15:00:00,58.1,3.9,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-22 15:00:00,101.5,14.4,10.0,0.0,0.0,Overcast
MIA,2024-07-22 15:00:00,72.3,9.6,10.0,0.0,0.0,Clear
BOS,2024-07-22 15:00:00,72.9,3.8,10.0,0.0,0.0,Clear
DEN,2024-07-22 15:00:00,69.3,10.6,10.0,0.0,0.0,Clear
JFK,2024-07-22 18:00:00,61.2,7.0,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-22 18:00:00,91.4,10.2,10.0,0.0,0.0,Overcast
ATL,2024-07-22 18:00:00,93.7,12.6,10.0,0.0,0.0,Overcast
ORD,2024-07-22 18:00:00,77.6,41.1,1.0,1.12,0.0,Snowstorm
DFW,2024-07-22 18:00:00,70.2,33.5,2.6,0.25,0.0,Fog
SEA,2024-07-22 18:00:00,87.5,12.7,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-22 18:00:00,84.7,8.4,10.0,0.0,0.0,Clear
MIA,2024-07-22 18:00:00,96.4,13.3,10.0,0.0,0.0,Overcast
BOS,2024-07-22 18:00:00,91.4,13.5,10.0,0.0,0.0,Clear
DEN,2024-07-22 18:00:00,69.5,13.5,10.0,0.0,0.0,Overcast
JFK,2024-07-22 21:00:00,65.6,14.9,10.0,0.0,0.0,Clear
LAX,2024-07-22 21:00:00,68.7,4.8,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-22 21:00:00,66.1,10.2,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-22 21:00:00,67.5,10.0,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-22 21:00:00,74.5,14.8,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-22 21:00:00,69.8,14.8,10.0,0.0,0.0,Overcast
SFO,2024-07-22 21:00:00,66.2,6.4,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-22 21:00:00,61.3,7.6,10.0,0.0,0.0,Partly Cloudy
BOS,2024-07-22 21:00:00,93.0,5.8,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-22 21:00:00,61.8,3.1,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-23 00:00:00,97.9,14.6,10.0,0.0,0.0,Overcast
LAX,2024-07-23 00:00:00,68.0,31.7,2.1,0.19,0.0,Heavy Rain
ATL,2024-07-23 00:00:00,72.1,11.5,10.0,0.0,0.0,Overcast
ORD,2024-07-23 00:00:00,76.8,10.0,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-23 00:00:00,71.0,3.3,10.0,0.0,0.0,Overcast
SEA,2024-07-23 00:00:00,66.7,11.7,10.0,0.0,0.0,Clear
SFO,2024-07-23 00:00:00,65.6,13.2,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-23 00:00:00,63.1,12.5,10.0,0.0,0.0,Clear
BOS,2024-07-23 00:00:00,74.0,14.2,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-23 00:00:00,61.3,8.8,10.0,0.0,0.0,Clear
JFK,2024-07-23 03:00:00,78.9,7.6,10.0,0.0,0.0,Overcast
LAX,2024-07-23 03:00:00,86.2,34.6,0.8,0.83,0.0,Thunderstorm
ATL,2024-07-23 03:00:00,75.8,10.9,10.0,0.0,0.0,Clear
ORD,2024-07-23 03:00:00,74.9,9.9,10.0,0.0,0.0,Overcast
DFW,2024-07-23 03:00:00,87.1,8.4,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-23 03:00:00,75.5,6.4,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-23 03:00:00,97.7,9.1,10.0,0.0,0.0,Clear
MIA,2024-07-23 03:00:00,74.5,12.7,10.0,0.0,0.0,Partly Cloudy
BOS,2024-07-23 03:00:00,84.7,3.7,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-23 03:00:00,79.8,7.2,10.0,0.0,0.0,Clear
JFK,2024-07-23 06:00:00,76.6,7.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-23 06:00:00,61.2,3.2,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-23 06:00:00,64.5,7.4,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-23 06:00:00,59.8,12.1,10.0,0.0,0.0,Clear
DFW,2024-07-23 06:00:00,77.7,8.4,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-23 06:00:00,77.9,6.8,10.0,0.0,0.0,Clear
SFO,2024-07-23 06:00:00,54.8,10.5,10.0,0.0,0.0,Overcast
MIA,2024-07-23 06:00:00,65.1,5.4,10.0,0.0,0.0,Partly Cloudy
BOS,2024-07-23 06:00:00,69.7,5.0,10.0,0.0,0.0,Overcast
DEN,2024-07-23 06:00:00,82.5,5.9,10.0,0.0,0.0,Overcast
JFK,2024-07-23 09:00:00,78.0,31.0,1.7,1.2,0.0,Thunderstorm
LAX,2024-07-23 09:00:00,69.7,10.9,10.0,0.0,0.0,Overcast
ATL,2024-07-23 09:00:00,82.2,6.5,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-23 09:00:00,71.1,4.5,10.0,0.0,0.0,Clear
DFW,2024-07-23 09:00:00,76.6,9.7,10.0,0.0,0.0,Clear
SEA,2024-07-23 09:00:00,60.7,13.5,10.0,0.0,0.0,Overcast
SFO,2024-07-23 09:00:00,78.2,20.2,0.9,0.48,0.0,Thunderstorm
MIA,2024-07-23 09:00:00,66.5,3.5,10.0,0.0,0.0,Partly Cloudy
BOS,2024-07-23 09:00:00,56.2,6.0,10.0,0.0,0.0,Clear
DEN,2024-07-23 09:00:00,63.4,10.9,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-23 12:00:00,92.7,4.7,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-23 12:00:00,75.9,8.2,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-23 12:00:00,84.0,25.5,1.3,0.5,0.0,Snowstorm
ORD,2024-07-23 12:00:00,78.0,11.8,10.0,0.0,0.0,Clear
DFW,2024-07-23 12:00:00,85.2,13.5,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-23 12:00:00,73.4,14.3,10.0,0.0,0.0,Overcast
SFO,2024-07-23 12:00:00,78.0,14.6,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-23 12:00:00,105.8,8.9,10.0,0.0,0.0,Overcast
BOS,2024-07-23 12:00:00,77.5,5.9,10.0,0.0,0.0,Overcast
DEN,2024-07-23 12:00:00,61.5,13.1,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-23 15:00:00,67.0,6.0,10.0,0.0,0.0,Clear
LAX,2024-07-23 15:00:00,82.9,10.7,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-23 15:00:00,80.3,8.4,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-23 15:00:00,73.1,13.6,10.0,0.0,0.0,Overcast
DFW,2024-07-23 15:00:00,92.8,5.8,10.0,0.0,0.0,Clear
SEA,2024-07-23 15:00:00,73.1,8.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-23 15:00:00,73.0,6.4,10.0,0.0,0.0,Overcast
MIA,2024-07-23 15:00:00,91.0,12.5,10.0,0.0,0.0,Clear
BOS,2024-07-23 15:00:00,68.8,6.5,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-23 15:00:00,67.4,7.0,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-23 18:00:00,64.8,5.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-23 18:00:00,76.1,9.6,10.0,0.0,0.0,Overcast
ATL,2024-07-23 18:00:00,52.8,6.6,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-23 18:00:00,85.4,6.3,10.0,0.0,0.0,Overcast
DFW,2024-07-23 18:00:00,90.2,8.8,10.0,0.0,0.0,Overcast
SEA,2024-07-23 18:00:00,89.0,33.0,2.6,0.96,0.0,Fog
SFO,2024-07-23 18:00:00,64.5,8.6,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-23 18:00:00,75.5,3.9,10.0,0.0,0.0,Partly Cloudy
BOS,2024-07-23 18:00:00,65.1,9.2,10.0,0.0,0.0,Clear
DEN,2024-07-23 18:00:00,86.9,13.3,10.0,0.0,0.0,Clear
JFK,2024-07-23 21:00:00,74.6,12.2,10.0,0.0,0.0,Overcast
LAX,2024-07-23 21:00:00,68.7,5.4,10.0,0.0,0.0,Clear
ATL,2024-07-23 21:00:00,80.8,13.3,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-23 21:00:00,68.4,5.1,10.0,0.0,0.0,Clear
DFW,2024-07-23 21:00:00,63.4,40.4,2.6,1.33,0.0,Heavy Rain
SEA,2024-07-23 21:00:00,81.1,3.8,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-23 21:00:00,72.0,8.3,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-23 21:00:00,55.6,6.6,10.0,0.0,0.0,Clear
BOS,2024-07-23 21:00:00,84.4,9.1,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-23 21:00:00,66.3,5.4,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-24 00:00:00,60.5,13.6,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-24 00:00:00,96.5,3.3,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-24 00:00:00,60.8,8.9,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-24 00:00:00,65.6,4.9,10.0,0.0,0.0,Overcast
DFW,2024-07-24 00:00:00,75.1,14.1,10.0,0.0,0.0,Clear
SEA,2024-07-24 00:00:00,69.2,6.7,10.0,0.0,0.0,Clear
SFO,2024-07-24 00:00:00,85.1,11.1,10.0,0.0,0.0,Clear
MIA,2024-07-24 00:00:00,66.5,8.5,10.0,0.0,0.0,Clear
BOS,2024-07-24 00:00:00,60.2,21.2,1.5,0.23,0.0,Thunderstorm
DEN,2024-07-24 00:00:00,70.0,5.5,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-24 03:00:00,91.6,11.0,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-24 03:00:00,82.8,13.9,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-24 03:00:00,87.2,11.7,10.0,0.0,0.0,Overcast
ORD,2024-07-24 03:00:00,89.1,11.7,10.0,0.0,0.0,Clear
DFW,2024-07-24 03:00:00,83.2,12.1,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-24 03:00:00,66.9,25.1,1.2,0.61,0.0,Fog
SFO,2024-07-24 03:00:00,76.1,13.0,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-24 03:00:00,86.7,6.7,10.0,0.0,0.0,Overcast
BOS,2024-07-24 03:00:00,75.1,13.9,10.0,0.0,0.0,Partly Cloudy
DEN,2024-07-24 03:00:00,59.6,24.2,2.4,0.64,0.0,Heavy Rain
JFK,2024-07-24 06:00:00,61.5,33.3,0.9,1.27,0.0,Heavy Rain
LAX,2024-07-24 06:00:00,72.2,15.0,10.0,0.0,0.0,Partly Cloudy
ATL,2024-07-24 06:00:00,74.1,4.0,10.0,0.0,0.0,Overcast
ORD,2024-07-24 06:00:00,63.1,11.7,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-24 06:00:00,64.5,4.2,10.0,0.0,0.0,Overcast
SEA,2024-07-24 06:00:00,67.7,39.4,2.2,1.01,0.0,Heavy Rain
SFO,2024-07-24 06:00:00,86.3,9.0,10.0,0.0,0.0,Clear
MIA,2024-07-24 06:00:00,74.6,4.0,10.0,0.0,0.0,Overcast
BOS,2024-07-24 06:00:00,77.2,11.4,10.0,0.0,0.0,Overcast
DEN,2024-07-24 06:00:00,46.6,5.4,10.0,0.0,0.0,Overcast
JFK,2024-07-24 09:00:00,72.5,14.5,10.0,0.0,0.0,Clear
LAX,2024-07-24 09:00:00,64.8,4.9,10.0,0.0,0.0,Clear
ATL,2024-07-24 09:00:00,77.4,6.0,10.0,0.0,0.0,Clear
ORD,2024-07-24 09:00:00,97.0,10.9,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-24 09:00:00,69.6,5.3,10.0,0.0,0.0,Overcast
SEA,2024-07-24 09:00:00,85.1,3.1,10.0,0.0,0.0,Clear
SFO,2024-07-24 09:00:00,71.3,11.1,10.0,0.0,0.0,Clear
MIA,2024-07-24 09:00:00,74.7,4.1,10.0,0.0,0.0,Partly Cloudy
BOS,2024-07-24 09:00:00,72.5,26.8,0.8,1.18,0.0,Thunderstorm
DEN,2024-07-24 09:00:00,75.0,12.0,10.0,0.0,0.0,Clear
JFK,2024-07-24 12:00:00,79.1,3.7,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-24 12:00:00,81.0,13.8,10.0,0.0,0.0,Clear
ATL,2024-07-24 12:00:00,78.5,11.1,10.0,0.0,0.0,Clear
ORD,2024-07-24 12:00:00,67.1,12.6,10.0,0.0,0.0,Clear
DFW,2024-07-24 12:00:00,85.4,3.5,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-24 12:00:00,61.9,6.1,10.0,0.0,0.0,Clear
SFO,2024-07-24 12:00:00,75.8,11.8,10.0,0.0,0.0,Overcast
MIA,2024-07-24 12:00:00,81.3,20.2,1.3,0.32,0.0,Heavy Rain
BOS,2024-07-24 12:00:00,88.3,10.0,10.0,0.0,0.0,Clear
DEN,2024-07-24 12:00:00,68.7,9.7,10.0,0.0,0.0,Clear
JFK,2024-07-24 15:00:00,73.6,7.0,10.0,0.0,0.0,Overcast
LAX,2024-07-24 15:00:00,88.6,3.0,10.0,0.0,0.0,Overcast
ATL,2024-07-24 15:00:00,62.7,5.2,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-24 15:00:00,83.7,12.3,10.0,0.0,0.0,Clear
DFW,2024-07-24 15:00:00,69.6,15.0,10.0,0.0,0.0,Partly Cloudy
SEA,2024-07-24 15:00:00,70.6,11.4,10.0,0.0,0.0,Overcast
SFO,2024-07-24 15:00:00,78.6,7.2,10.0,0.0,0.0,Partly Cloudy
MIA,2024-07-24 15:00:00,71.2,8.6,10.0,0.0,0.0,Overcast
BOS,2024-07-24 15:00:00,57.6,8.9,10.0,0.0,0.0,Overcast
DEN,2024-07-24 15:00:00,78.3,6.4,10.0,0.0,0.0,Clear
JFK,2024-07-24 18:00:00,75.0,21.3,1.2,0.96,0.0,Snowstorm
LAX,2024-07-24 18:00:00,84.0,9.6,10.0,0.0,0.0,Clear
ATL,2024-07-24 18:00:00,75.0,12.4,10.0,0.0,0.0,Clear
ORD,2024-07-24 18:00:00,66.1,10.3,10.0,0.0,0.0,Partly Cloudy
DFW,2024-07-24 18:00:00,77.2,14.1,10.0,0.0,0.0,Clear
SEA,2024-07-24 18:00:00,74.2,4.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-24 18:00:00,76.1,6.4,10.0,0.0,0.0,Overcast
MIA,2024-07-24 18:00:00,84.9,33.0,2.3,0.38,0.0,Snowstorm
BOS,2024-07-24 18:00:00,80.2,9.8,10.0,0.0,0.0,Clear
DEN,2024-07-24 18:00:00,63.5,14.4,10.0,0.0,0.0,Partly Cloudy
JFK,2024-07-24 21:00:00,81.3,9.6,10.0,0.0,0.0,Clear
LAX,2024-07-24 21:00:00,63.5,13.4,10.0,0.0,0.0,Clear
ATL,2024-07-24 21:00:00,80.1,9.0,10.0,0.0,0.0,Partly Cloudy
ORD,2024-07-24 21:00:00,72.1,5.9,10.0,0.0,0.0,Clear
DFW,2024-07-24 21:00:00,77.6,10.7,10.0,0.0,0.0,Clear
SEA,2024-07-24 21:00:00,85.3,8.6,10.0,0.0,0.0,Clear
SFO,2024-07-24 21:00:00,74.8,5.2,10.0,0.0,0.0,Clear
MIA,2024-07-24 21:00:00,79.8,14.2,10.0,0.0,0.0,Overcast
BOS,2024-07-24 21:00:00,65.9,11.0,10.0,0.0,0.0,Overcast
DEN,2024-07-24 21:00:00,84.0,7.2,10.0,0.0,0.0,Overcast
JFK,2024-07-25 00:00:00,72.5,7.2,10.0,0.0,0.0,Clear
LAX,2024-07-25 00:00:00,66.7,14.0,10.0,0.0,0.0,Overcast
ATL,2024-07-25 00:00:00,84.0,7.4,10.0,0.0,0.0,Overcast
ORD,2024-07-25 00:00:00,91.8,43.0,1.7,0.81,0.0,Snowstorm
DFW,2024-07-25 00:00:00,79.0,6.8,10.0,0.0,0.0,Clear
SEA,2024-07-25 00:00:00,75.3,6.5,10.0,0.0,0.0,Overcast
SFO,2024-07-25 00:00:00,78.2,6.1,10.0,0.0,0.0,Clear
MIA,2024-07-25 00:00:00,78.0,12.2,10.0,0.0,0.0,Clear
BOS,2024-07-25 00:00:00,83.5,4.8,10.0,0.0,0.0,Clear
DEN,2024-07-25 00:00:00,82.7,39.3,1.8,1.47,0.0,Fog
JFK,2024-07-25 03:00:00,76.8,8.4,10.0,0.0,0.0,Clear
LAX,2024-07-25 03:00:00,69.9,14.6,10.0,0.0,0.0,Clear
ATL,2024-07-25 03:00:00,70.0,7.7,10.0,0.0,0.0,Overcast
ORD,2024-07-25 03:00:00,83.6,6.9,10.0,0.0,0.0,Clear
DFW,2024-07-25 03:00:00,63.9,6.6,10.0,0.0,0.0,Clear
SEA,2024-07-25 03:00:00,56.4,7.7,10.0,0.0,0.0,Clear
SFO,2024-07-25 03:00:00,82.2,3.0,10.0,0.0,0.0,Overcast
MIA,2024-07-25 03:00:00,82.9,29.0,2.2,0.35,0.0,Thunderstorm
BOS,2024-07-25 03:00:00,75.0,27.5,0.8,1.01,0.0,Fog
DEN,2024-07-25 03:00:00,87.4,8.4,10.0,0.0,0.0,Clear
JFK,2024-07-25 06:00:00,76.6,12.8,10.0,0.0,0.0,Partly Cloudy
LAX,2024-07-25 06:00:00,82.7,10.5,10.0,0.0,0.0,Clear
ATL,2024-07-25 06:00:00,68.0,7.1,10.0,0.0,0.0,Overcast
ORD,2024-07-25 06:00:00,98.2,14.8,10.0,0.0,0.0,Overcast
DFW,2024-07-25 06:00:00,68.0,12.7,10.0,0.0,0.0,Overcast
SEA,2024-07-25 06:00:00,85.7,9.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-07-25 06:00:00,76.7,38.5,1.8,1.43,0.0,Heavy Rain
MIA,2024-07-25 06:00:00,60.0,31.2,0.8,0.78,0.0,Thunderstorm
BOS,2024-07-25 06:00:00,65.6,41.2,2.7,0.16,0.0,Fog
DEN,2024-07-25 06:00:00,55.7,8.7,10.0,0.0,0.0,Clear
JFK,2024-07-25 09:00:00,85.5,14.7,10.0,0.0,0.0,Overcast
LAX,2024-07-25 09:00:00,60.9,11.7,10.0,0.0,0.0,Partly Cloudy
